Role,business analyst,business analysis,sql,analytical,project management,data analysis,business process,agile,management,operations,analytics,consulting,monitoring,sdlc,change management,computer science,workflow,healthcare,financial services,information technology,project planning,crm,scrum,testing,python,data quality,troubleshooting,excel,test cases,data mining,recruitment,automation,product management,data warehousing,business intelligence,software development,networking,usage,oracle,analytical skills,research,html,outsourcing,manager technology,banking,technical documentation,sas,sales,coding,microsoft,erp,auditing,technical,application support,finance,business executive,salesforce,risk management,data modeling,application development,data management,ms office,training,jira,agile methodology,test scenarios,solution design,communication skills,tools,social media,machine learning,technical support,software services,database,customer service,xml,unix,test scripts,oracle sql,functional testing,billing,java,integration testing,hive,eclipse,plsql,tomcat,seo,open source,stored procedures,software design,san,web technologies,firewall,software testing,customer support,data migration,data structures,data science,sharepoint,software development life cycle,graphics,php,wordpress,administration,it,javascript,continuous improvement,cms,presales,spark,software,technical design,sql queries,qa,agile development,sql server,informatica,unit testing,design patterns,level,deployment,hadoop,front end,system testing,simulation,lan,c,middleware,wan,bpo,team management,project delivery,release management,web designing,user interface designing,bootstrap,html5,jquery,sap,digital marketing,drupal,rdbms,joomla,information security,web application development,production support,laravel,codeigniter,cakephp,mvc,configuration,programming,customer satisfaction,ssis,web application,pl,web development,support,solution architect,ajax,service,design,artificial intelligence,oops,photoshop,abap,debugging,solution architecture,pdf,weblogic,db2,scala,big data,pmp,nosql,windows,manual testing,mca,architecture,it services,vmware,itil,ooad,jdbc,xslt,telecom,uml,web,vb,development,interpersonal skills,network security,ux,it infrastructure,hardware,operating systems,linux,problem solving,ccna,active directory,http,system administration,mysql,infrastructure,e-commerce,c++,database administration,performance tuning,database design,ms sql,ssrs,cloud,.net,aws,ms sql server,cassandra,mongodb,shell scripting,etl,hibernate,six sigma,sql database,unix shell scripting,svn,git,postgresql,azure,assembly language,iis,scripting,server,algorithm,payroll,email,performance testing,struts,design development,perl,application,apache,configuration management,ruby,devops,version control,soa,architectural design,virtualization,cloud computing,architect,c#,visual studio,ui,illustrator,com,real time operating systems,web services,quality,soap,sap abap,docker,microservices,maven,wireless,core java,android,asp.net,spring mvc,software engineering,spring,react.js,algorithms,spring boot,asp.net mvc,incident management,json,jboss,scheduling,spring framework,webservices,j2ee,css,css3,xhtml,website,adobe,ui development,backend,rest,angularjs,mobile applications,magento,application software,wpf,mvc framework,vb.net,wcf,core php,soc,powershell,product development,testing tools,automotive,selenium,sdk,technical architect,node.js,redis,django,zend,ansible,jenkins,asp,mobile application development,cisco,ios,continuous integration,dns,tdd,distribution system,api,software solutions,junit,jsf,linq,object oriented programming,entity framework,swift,ejb,jsp,objective c,problem management,technical lead,jms,net,test planning,automation testing,servlets,multithreading,data structure,c#.net,developer,ado.net,.net framework,regression testing,automation framework,mobile,applications,developing,android sdk,sqlite,object oriented design,ios development,software developer,iphone,asp net,apex,github,TotalSkills,Score
Business Analyst,0.08531994981179424,0.05771643663739021,0.03513174404015056,0.03136762860727729,0.025094102885821833,0.02383939774153074,0.020075282308657464,0.018820577164366373,0.01756587202007528,0.01756587202007528,0.01756587202007528,0.01631116687578419,0.013801756587202008,0.012547051442910916,0.012547051442910916,0.012547051442910916,0.011292346298619825,0.011292346298619825,0.011292346298619825,0.010037641154328732,0.010037641154328732,0.010037641154328732,0.010037641154328732,0.010037641154328732,0.010037641154328732,0.00878293601003764,0.00878293601003764,0.00878293601003764,0.0075282308657465494,0.0075282308657465494,0.0075282308657465494,0.0075282308657465494,0.006273525721455458,0.006273525721455458,0.006273525721455458,0.006273525721455458,0.006273525721455458,0.006273525721455458,0.006273525721455458,0.006273525721455458,0.006273525721455458,0.006273525721455458,0.005018820577164366,0.005018820577164366,0.005018820577164366,0.005018820577164366,0.005018820577164366,0.005018820577164366,0.005018820577164366,0.005018820577164366,0.005018820577164366,0.005018820577164366,0.005018820577164366,0.005018820577164366,0.005018820577164366,0.005018820577164366,0.005018820577164366,0.005018820577164366,0.005018820577164366,0.005018820577164366,0.005018820577164366,0.005018820577164366,0.005018820577164366,0.005018820577164366,0.005018820577164366,0.005018820577164366,0.005018820577164366,0.005018820577164366,0.005018820577164366,0.0037641154328732747,0.0037641154328732747,0.0037641154328732747,0.0037641154328732747,0.0037641154328732747,0.0037641154328732747,0.0037641154328732747,0.0037641154328732747,0.0037641154328732747,0.0037641154328732747,0.0037641154328732747,0.002509410288582183,0.002509410288582183,0.002509410288582183,0.002509410288582183,0.002509410288582183,0.002509410288582183,0.002509410288582183,0.002509410288582183,0.002509410288582183,0.002509410288582183,0.002509410288582183,0.002509410288582183,0.002509410288582183,0.002509410288582183,0.002509410288582183,0.002509410288582183,0.002509410288582183,0.002509410288582183,0.002509410288582183,0.002509410288582183,0.002509410288582183,0.002509410288582183,0.002509410288582183,0.002509410288582183,0.002509410288582183,0.002509410288582183,0.002509410288582183,0.002509410288582183,0.002509410288582183,0.002509410288582183,0.002509410288582183,0.002509410288582183,0.002509410288582183,0.002509410288582183,0.002509410288582183,0.002509410288582183,0.002509410288582183,0.002509410288582183,0.002509410288582183,0.0012547051442910915,0.0012547051442910915,0.0012547051442910915,0.0012547051442910915,0.0012547051442910915,0.0012547051442910915,0.0012547051442910915,0.0012547051442910915,0.0012547051442910915,0.0012547051442910915,0.0012547051442910915,0.0012547051442910915,0.0012547051442910915,0.0012547051442910915,0.0012547051442910915,0.0012547051442910915,0.0012547051442910915,0.0012547051442910915,0.0012547051442910915,0.0012547051442910915,0.0012547051442910915,0.0012547051442910915,0.0012547051442910915,0.0012547051442910915,0.0012547051442910915,0.0012547051442910915,0.0012547051442910915,0.0012547051442910915,0.0012547051442910915,0.0012547051442910915,0.0012547051442910915,0.0012547051442910915,0.0012547051442910915,0.0012547051442910915,0.0012547051442910915,0.0012547051442910915,0.0012547051442910915,0.0012547051442910915,0.0012547051442910915,0.0012547051442910915,0.0012547051442910915,0.0012547051442910915,0.0012547051442910915,0.0012547051442910915,0.0012547051442910915,0.0012547051442910915,0.0012547051442910915,0.0012547051442910915,0.0012547051442910915,0.0012547051442910915,0.0012547051442910915,0.0012547051442910915,0.0012547051442910915,0.0012547051442910915,0.0012547051442910915,0.0012547051442910915,0.0012547051442910915,0.0012547051442910915,0.0012547051442910915,0.0012547051442910915,0.0012547051442910915,0.0012547051442910915,0.0012547051442910915,0.0012547051442910915,0.0012547051442910915,0.0012547051442910915,0.0012547051442910915,0.0012547051442910915,0.0012547051442910915,0.0012547051442910915,0.0012547051442910915,0.0012547051442910915,0.0012547051442910915,0.0012547051442910915,0.0012547051442910915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,797.0,0.9999999999999979
CIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
CTO/Head/VP-Technology (Telecom/ISP),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
Customer Support Engineer/Technician,0.0,0.0,0.006493506493506494,0.012987012987012988,0.006493506493506494,0.0,0.0,0.0,0.006493506493506494,0.0,0.0,0.0,0.0,0.0,0.0,0.006493506493506494,0.0,0.0,0.0,0.0,0.0,0.012987012987012988,0.0,0.012987012987012988,0.0,0.0,0.1038961038961039,0.0,0.0,0.0,0.0,0.006493506493506494,0.0,0.0,0.0,0.0,0.11038961038961038,0.0,0.0,0.0,0.0,0.006493506493506494,0.0,0.0,0.006493506493506494,0.006493506493506494,0.0,0.0,0.0,0.006493506493506494,0.0,0.0,0.006493506493506494,0.012987012987012988,0.0,0.012987012987012988,0.0,0.0,0.0,0.0,0.012987012987012988,0.025974025974025976,0.0,0.0,0.0,0.0,0.0,0.012987012987012988,0.006493506493506494,0.0,0.0,0.1038961038961039,0.0,0.0,0.01948051948051948,0.0,0.006493506493506494,0.0,0.0,0.0,0.006493506493506494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006493506493506494,0.0,0.0,0.06493506493506493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006493506493506494,0.0,0.0,0.006493506493506494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012987012987012988,0.006493506493506494,0.0,0.006493506493506494,0.006493506493506494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01948051948051948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012987012987012988,0.0,0.0,0.0,0.0,0.006493506493506494,0.0,0.0,0.0,0.0,0.0,0.006493506493506494,0.0,0.0,0.032467532467532464,0.0,0.0,0.0,0.006493506493506494,0.0,0.012987012987012988,0.0,0.0,0.0,0.01948051948051948,0.0,0.0,0.0,0.0,0.0,0.006493506493506494,0.0,0.006493506493506494,0.05194805194805195,0.025974025974025976,0.025974025974025976,0.01948051948051948,0.01948051948051948,0.01948051948051948,0.012987012987012988,0.012987012987012988,0.006493506493506494,0.006493506493506494,0.006493506493506494,0.006493506493506494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.9999999999999989
DBA,0.0,0.0,0.04,0.0,0.0,0.0,0.006666666666666667,0.0022222222222222222,0.011111111111111112,0.008888888888888889,0.0022222222222222222,0.011111111111111112,0.015555555555555555,0.0022222222222222222,0.0022222222222222222,0.008888888888888889,0.0,0.0,0.0022222222222222222,0.0,0.0,0.0022222222222222222,0.0,0.0044444444444444444,0.022222222222222223,0.0,0.024444444444444446,0.0,0.0,0.0022222222222222222,0.0,0.0022222222222222222,0.0,0.008888888888888889,0.0044444444444444444,0.0,0.0044444444444444444,0.0,0.035555555555555556,0.0,0.0,0.011111111111111112,0.0022222222222222222,0.0022222222222222222,0.0022222222222222222,0.0022222222222222222,0.0022222222222222222,0.0,0.0022222222222222222,0.0022222222222222222,0.0022222222222222222,0.0,0.0022222222222222222,0.0044444444444444444,0.0044444444444444444,0.0,0.0,0.0,0.017777777777777778,0.006666666666666667,0.006666666666666667,0.0022222222222222222,0.0,0.0,0.0,0.0,0.0,0.0022222222222222222,0.0,0.0,0.0044444444444444444,0.0022222222222222222,0.0,0.013333333333333334,0.0022222222222222222,0.0022222222222222222,0.02,0.0,0.006666666666666667,0.0,0.0022222222222222222,0.015555555555555555,0.0,0.006666666666666667,0.0,0.011111111111111112,0.0022222222222222222,0.0,0.0022222222222222222,0.008888888888888889,0.0,0.0,0.0,0.0022222222222222222,0.0,0.0,0.0044444444444444444,0.0022222222222222222,0.0,0.0022222222222222222,0.0,0.0,0.0022222222222222222,0.0,0.0022222222222222222,0.0022222222222222222,0.006666666666666667,0.0,0.0,0.0,0.011111111111111112,0.0044444444444444444,0.0,0.006666666666666667,0.0,0.0,0.013333333333333334,0.0,0.0022222222222222222,0.0,0.0,0.0,0.011111111111111112,0.0,0.0,0.0,0.0,0.008888888888888889,0.0022222222222222222,0.0,0.0022222222222222222,0.0,0.0044444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0044444444444444444,0.0,0.0,0.0044444444444444444,0.0,0.0,0.0,0.006666666666666667,0.0,0.0,0.0,0.0,0.0044444444444444444,0.0,0.008888888888888889,0.011111111111111112,0.0,0.0044444444444444444,0.0,0.0,0.0,0.0,0.006666666666666667,0.0022222222222222222,0.0,0.0,0.0,0.0,0.0022222222222222222,0.0,0.0,0.011111111111111112,0.006666666666666667,0.0044444444444444444,0.006666666666666667,0.0044444444444444444,0.011111111111111112,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,0.0022222222222222222,0.0,0.0,0.0,0.0,0.0,0.0022222222222222222,0.0,0.006666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.03111111111111111,0.0,0.0,0.0022222222222222222,0.0022222222222222222,0.0022222222222222222,0.028888888888888888,0.0022222222222222222,0.0,0.0022222222222222222,0.07111111111111111,0.057777777777777775,0.024444444444444446,0.011111111111111112,0.011111111111111112,0.008888888888888889,0.008888888888888889,0.008888888888888889,0.008888888888888889,0.008888888888888889,0.006666666666666667,0.006666666666666667,0.006666666666666667,0.0044444444444444444,0.0044444444444444444,0.0044444444444444444,0.0044444444444444444,0.0044444444444444444,0.0044444444444444444,0.0044444444444444444,0.0022222222222222222,0.0022222222222222222,0.0022222222222222222,0.0022222222222222222,0.0022222222222222222,0.0022222222222222222,0.0022222222222222222,0.0022222222222222222,0.0022222222222222222,0.0022222222222222222,0.0022222222222222222,0.0022222222222222222,0.0022222222222222222,0.0022222222222222222,0.0022222222222222222,0.0022222222222222222,0.0022222222222222222,0.0022222222222222222,0.0022222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,1.0000000000000004
Database Architect/Designer,0.0,0.01056338028169014,0.03873239436619718,0.01056338028169014,0.0035211267605633804,0.007042253521126761,0.0035211267605633804,0.017605633802816902,0.007042253521126761,0.01056338028169014,0.014084507042253521,0.0,0.01056338028169014,0.0035211267605633804,0.007042253521126761,0.017605633802816902,0.0035211267605633804,0.0035211267605633804,0.007042253521126761,0.0035211267605633804,0.0035211267605633804,0.0,0.01056338028169014,0.0,0.028169014084507043,0.017605633802816902,0.0035211267605633804,0.007042253521126761,0.0,0.0035211267605633804,0.0035211267605633804,0.007042253521126761,0.0,0.014084507042253521,0.007042253521126761,0.0,0.0035211267605633804,0.0,0.01056338028169014,0.0,0.0,0.01056338028169014,0.007042253521126761,0.0035211267605633804,0.0,0.0035211267605633804,0.007042253521126761,0.0,0.01056338028169014,0.0,0.0,0.0035211267605633804,0.0035211267605633804,0.0,0.0035211267605633804,0.0035211267605633804,0.0,0.0,0.02112676056338028,0.0035211267605633804,0.017605633802816902,0.0,0.0,0.0,0.0,0.0,0.0035211267605633804,0.0035211267605633804,0.0035211267605633804,0.0,0.014084507042253521,0.0,0.0,0.007042253521126761,0.0,0.0,0.0035211267605633804,0.0,0.0,0.0,0.0,0.02464788732394366,0.0035211267605633804,0.01056338028169014,0.0,0.007042253521126761,0.0,0.0,0.0,0.01056338028169014,0.0035211267605633804,0.0,0.007042253521126761,0.0,0.0,0.0,0.007042253521126761,0.0035211267605633804,0.007042253521126761,0.0,0.0,0.0,0.0035211267605633804,0.0,0.0,0.0,0.007042253521126761,0.007042253521126761,0.0,0.0,0.014084507042253521,0.0035211267605633804,0.0035211267605633804,0.007042253521126761,0.0,0.0,0.0,0.01056338028169014,0.0,0.0,0.0,0.0,0.02464788732394366,0.0,0.0,0.0035211267605633804,0.0,0.007042253521126761,0.0,0.0,0.0,0.0035211267605633804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035211267605633804,0.0,0.0,0.014084507042253521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035211267605633804,0.0,0.014084507042253521,0.0,0.0,0.0,0.0035211267605633804,0.007042253521126761,0.0,0.0,0.01056338028169014,0.0,0.0,0.0035211267605633804,0.0,0.0,0.007042253521126761,0.0,0.0,0.007042253521126761,0.007042253521126761,0.02112676056338028,0.0035211267605633804,0.01056338028169014,0.0,0.0,0.0,0.0035211267605633804,0.0,0.0035211267605633804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035211267605633804,0.0,0.0,0.0,0.014084507042253521,0.0,0.0,0.0,0.0,0.0,0.014084507042253521,0.0,0.0,0.01056338028169014,0.01056338028169014,0.02464788732394366,0.01056338028169014,0.0035211267605633804,0.014084507042253521,0.0035211267605633804,0.01056338028169014,0.01056338028169014,0.0035211267605633804,0.0,0.007042253521126761,0.007042253521126761,0.014084507042253521,0.0,0.0035211267605633804,0.0,0.0,0.0035211267605633804,0.007042253521126761,0.0,0.0035211267605633804,0.0035211267605633804,0.0,0.007042253521126761,0.0,0.0035211267605633804,0.0,0.0035211267605633804,0.0,0.0,0.0,0.01056338028169014,0.0,0.0035211267605633804,0.0,0.0,0.0,0.007042253521126761,0.0,0.007042253521126761,0.0035211267605633804,0.0035211267605633804,0.0035211267605633804,0.0035211267605633804,0.0035211267605633804,0.0035211267605633804,0.0035211267605633804,0.0035211267605633804,0.0035211267605633804,0.0035211267605633804,0.0035211267605633804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284.0,0.9999999999999991
