id,level,skill_id,specialization_id
3812,1,4613,42
3813,2,4614,42
3814,1,4617,42
3815,4,4623,42
3816,1,4625,42
3817,1,4627,42
3818,1,4628,42
3819,1,4632,42
3820,1,4633,42
3821,1,4634,42
3822,3,4636,42
3823,1,4638,42
3824,3,4643,42
3825,4,4645,42
3826,1,4649,42
3827,23,4654,42
3828,1,4655,42
3829,1,4657,42
3830,1,4661,42
3831,69,4670,42
3832,1,4672,42
3833,2,4675,42
3834,58,4676,42
3835,1,4677,42
3836,2,4678,42
3837,2,4679,42
3838,1,4688,42
3839,35,4692,42
3840,2,4705,42
3841,4,4706,42
3842,1,4715,42
3843,3,4718,42
3844,4,14,43
3845,1,24,43
3846,1,31,43
3847,8,36,43
3848,1,37,43
3849,2,62,43
3850,1,81,43
3851,1,89,43
3852,3,103,43
3853,5,114,43
3854,4,127,43
3855,3,130,43
3856,1,142,43
3857,1,154,43
3858,3,239,43
3859,1,240,43
3860,6,241,43
3861,1,247,43
3862,1,257,43
3863,1,266,43
3864,6,267,43
3865,3,270,43
3866,2,273,43
3867,5,279,43
3868,4,284,43
3869,1,298,43
3870,1,305,43
3871,5,308,43
3872,2,310,43
3873,2,316,43
3874,1,327,43
3875,1,336,43
3876,4,385,43
3877,1,457,43
3878,1,482,43
3879,1,495,43
3880,2,511,43
3881,5,515,43
3882,1,537,43
3883,13,606,43
3884,5,610,43
3885,1,619,43
3886,1,650,43
3887,3,662,43
3888,1,665,43
3889,1,667,43
3890,2,778,43
3891,1,868,43
3892,2,912,43
3893,1,938,43
3894,1,1005,43
3895,2,1012,43
3896,1,1042,43
3897,1,1090,43
3898,2,1108,43
3899,10,1135,43
3900,1,1146,43
3901,2,1194,43
3902,3,1197,43
3903,1,1251,43
3904,1,1311,43
3905,1,1338,43
3906,13,1400,43
3907,1,1415,43
3908,3,1459,43
3909,2,1483,43
3910,2,1490,43
3911,1,1497,43
3912,1,1533,43
3913,1,1564,43
3914,1,1609,43
3915,1,1635,43
3916,1,1743,43
3917,4,1751,43
3918,1,1757,43
3919,1,1805,43
3920,1,1844,43
3921,2,1853,43
3922,2,1861,43
3923,1,1862,43
3924,4,1884,43
3925,2,1891,43
3926,1,1901,43
3927,1,1993,43
3928,1,2053,43
3929,1,2072,43
3930,1,2082,43
3931,2,2113,43
3932,1,2191,43
3933,1,2244,43
3934,3,2263,43
3935,6,2291,43
3936,1,2322,43
3937,1,2324,43
3938,1,2350,43
3939,2,2413,43
3940,1,2430,43
3941,5,2449,43
3942,6,2469,43
3943,1,2470,43
3944,2,2491,43
3945,2,2496,43
3946,14,2507,43
3947,1,2606,43
3948,1,2634,43
3949,2,2637,43
3950,1,2656,43
3951,3,2741,43
3952,1,2747,43
3953,1,2771,43
3954,1,2772,43
3955,2,2774,43
3956,1,2810,43
3957,1,2817,43
3958,1,2840,43
3959,1,2845,43
3960,2,2859,43
3961,14,2863,43
3962,2,2898,43
3963,1,2966,43
3964,1,2997,43
3965,1,3009,43
3966,2,3010,43
3967,4,3060,43
3968,1,3080,43
3969,1,3141,43
3970,2,3179,43
3971,2,3242,43
3972,1,3344,43
3973,1,3365,43
3974,1,3371,43
3975,3,3437,43
3976,2,3447,43
3977,1,3448,43
3978,1,3463,43
3979,6,3467,43
3980,1,3476,43
3981,1,3550,43
3982,1,3577,43
3983,3,3609,43
3984,1,3684,43
3985,1,3719,43
3986,5,3773,43
3987,1,3784,43
3988,1,3799,43
3989,2,3809,43
3990,4,3837,43
3991,1,3854,43
3992,1,3893,43
3993,1,3901,43
3994,1,3984,43
3995,1,3985,43
3996,2,3998,43
3997,1,4013,43
3998,4,4048,43
3999,2,4062,43
4000,1,4106,43
4001,4,4145,43
4002,14,4152,43
4003,1,4153,43
4004,1,4182,43
4005,11,4230,43
4006,3,4246,43
4007,1,4258,43
4008,1,4271,43
4009,1,4320,43
4010,1,4339,43
4011,2,4343,43
4012,1,4347,43
4013,1,4370,43
4014,7,4442,43
4015,2,4446,43
4016,1,4453,43
4017,1,4457,43
4018,1,4458,43
4019,2,4475,43
4020,7,4477,43
4021,1,4541,43
4022,1,4566,43
4023,1,4636,43
4024,4,4670,43
4025,1,4710,43
4026,23,7,44
4027,62,14,44
4028,3,23,44
4029,6,24,44
4030,1,27,44
4031,1,29,44
4032,6,31,44
4033,1,34,44
4034,2,37,44
4035,3,41,44
4036,3,45,44
4037,2,56,44
4038,1,59,44
4039,6,62,44
4040,1,63,44
4041,4,65,44
4042,4,71,44
4043,15,72,44
4044,9,75,44
4045,2,81,44
4046,6,82,44
4047,3,83,44
4048,2,86,44
4049,2,91,44
4050,1,93,44
4051,10,97,44
4052,2,103,44
4053,4,106,44
4054,2,111,44
4055,1,114,44
4056,4,117,44
4057,3,127,44
4058,1,129,44
4059,2,132,44
4060,3,134,44
4061,3,136,44
4062,9,137,44
4063,4,138,44
4064,2,139,44
4065,4,154,44
4066,2,165,44
4067,2,176,44
4068,6,190,44
4069,2,200,44
4070,4,201,44
4071,1,215,44
4072,3,220,44
4073,1,221,44
4074,1,224,44
4075,1,236,44
4076,2,238,44
4077,4,241,44
4078,1,244,44
4079,2,247,44
4080,3,253,44
4081,2,255,44
4082,1,257,44
4083,5,266,44
4084,1,267,44
4085,4,268,44
4086,3,269,44
4087,4,270,44
4088,3,271,44
4089,3,273,44
4090,1,276,44
4091,12,279,44
4092,20,284,44
4093,2,290,44
4094,2,291,44
4095,4,292,44
4096,1,295,44
4097,1,296,44
4098,2,298,44
4099,2,300,44
4100,24,305,44
4101,4,308,44
4102,10,310,44
4103,1,312,44
4104,1,316,44
4105,14,327,44
4106,1,329,44
4107,4,335,44
4108,14,336,44
4109,5,337,44
4110,2,363,44
4111,1,373,44
4112,1,379,44
4113,1,383,44
4114,2,384,44
4115,2,392,44
4116,1,394,44
4117,1,403,44
4118,1,407,44
4119,1,412,44
4120,1,414,44
4121,1,415,44
4122,1,417,44
4123,2,432,44
4124,3,433,44
4125,3,436,44
4126,1,445,44
4127,1,451,44
4128,3,457,44
4129,1,460,44
4130,1,461,44
4131,1,468,44
4132,3,471,44
4133,1,477,44
4134,3,481,44
4135,1,499,44
4136,2,501,44
4137,1,502,44
4138,8,515,44
4139,1,519,44
4140,1,523,44
4141,1,524,44
4142,1,529,44
4143,7,537,44
4144,1,538,44
4145,1,541,44
4146,1,546,44
4147,1,550,44
4148,1,552,44
4149,2,554,44
4150,1,561,44
4151,1,563,44
4152,1,569,44
4153,1,571,44
4154,18,578,44
4155,1,585,44
4156,8,589,44
4157,1,606,44
4158,2,610,44
4159,1,613,44
4160,4,615,44
4161,1,616,44
4162,8,619,44
4163,1,635,44
4164,3,641,44
4165,2,643,44
4166,1,645,44
4167,2,649,44
4168,1,658,44
4169,1,661,44
4170,3,662,44
4171,1,665,44
4172,1,675,44
4173,1,684,44
4174,3,685,44
4175,2,689,44
4176,4,691,44
4177,1,710,44
4178,3,718,44
4179,3,726,44
4180,4,727,44
4181,1,729,44
4182,1,734,44
4183,1,741,44
4184,1,753,44
4185,6,754,44
4186,5,756,44
4187,1,757,44
4188,2,775,44
4189,1,777,44
4190,4,783,44
4191,1,804,44
4192,1,813,44
4193,1,818,44
4194,1,821,44
4195,1,824,44
4196,8,825,44
4197,1,827,44
4198,1,830,44
4199,1,831,44
4200,2,833,44
4201,1,839,44
4202,1,845,44
4203,1,853,44
4204,1,859,44
4205,2,866,44
4206,1,869,44
4207,1,870,44
4208,1,889,44
4209,1,893,44
4210,3,898,44
4211,2,900,44
4212,1,904,44
4213,1,912,44
4214,1,915,44
4215,1,926,44
4216,3,928,44
4217,1,938,44
4218,2,940,44
4219,1,941,44
4220,1,944,44
4221,4,950,44
4222,2,952,44
4223,1,953,44
4224,1,962,44
4225,1,966,44
4226,2,968,44
4227,1,982,44
4228,1,984,44
4229,1,986,44
4230,1,988,44
4231,2,990,44
4232,1,998,44
4233,4,1005,44
4234,1,1008,44
4235,1,1009,44
4236,4,1020,44
4237,2,1024,44
4238,1,1025,44
4239,2,1026,44
4240,1,1030,44
4241,2,1033,44
4242,1,1043,44
4243,4,1044,44
4244,3,1047,44
4245,1,1054,44
4246,1,1067,44
4247,1,1071,44
4248,1,1078,44
4249,1,1080,44
4250,1,1081,44
4251,2,1082,44
4252,1,1083,44
4253,1,1086,44
4254,4,1087,44
4255,15,1090,44
4256,1,1093,44
4257,2,1097,44
4258,2,1098,44
4259,2,1107,44
4260,3,1108,44
4261,2,1114,44
4262,1,1119,44
4263,4,1124,44
4264,1,1126,44
4265,1,1129,44
4266,1,1130,44
4267,26,1135,44
4268,1,1139,44
4269,1,1142,44
4270,2,1146,44
4271,3,1147,44
4272,1,1148,44
4273,2,1151,44
4274,1,1152,44
4275,1,1157,44
4276,1,1160,44
4277,1,1169,44
4278,1,1170,44
4279,1,1171,44
4280,1,1172,44
4281,1,1178,44
4282,2,1180,44
4283,2,1181,44
4284,1,1185,44
4285,1,1198,44
4286,1,1202,44
4287,1,1206,44
4288,1,1209,44
4289,2,1221,44
4290,1,1224,44
4291,8,1227,44
4292,1,1230,44
4293,1,1234,44
4294,4,1251,44
4295,1,1262,44
4296,1,1263,44
4297,8,1270,44
4298,1,1279,44
4299,1,1284,44
4300,1,1289,44
4301,1,1294,44
4302,1,1295,44
4303,1,1297,44
4304,1,1302,44
4305,1,1310,44
4306,4,1311,44
4307,1,1312,44
4308,1,1315,44
4309,1,1324,44
4310,2,1327,44
4311,1,1339,44
4312,2,1343,44
4313,1,1351,44
4314,2,1358,44
4315,1,1360,44
4316,2,1368,44
4317,1,1378,44
4318,4,1383,44
4319,1,1388,44
4320,1,1392,44
4321,1,1396,44
4322,2,1398,44
4323,1,1399,44
4324,1,1400,44
4325,1,1402,44
4326,1,1404,44
4327,7,1415,44
4328,1,1418,44
4329,2,1422,44
4330,1,1426,44
4331,1,1435,44
4332,1,1440,44
4333,1,1443,44
4334,1,1449,44
4335,1,1451,44
4336,1,1459,44
4337,1,1463,44
4338,1,1466,44
4339,4,1471,44
4340,2,1478,44
4341,1,1481,44
4342,8,1483,44
4343,46,1485,44
4344,13,1490,44
4345,1,1499,44
4346,1,1503,44
4347,1,1505,44
4348,1,1510,44
4349,1,1521,44
4350,2,1525,44
4351,1,1534,44
4352,1,1538,44
4353,9,1542,44
4354,1,1547,44
4355,1,1550,44
4356,1,1551,44
4357,1,1553,44
4358,2,1556,44
4359,1,1564,44
4360,7,1571,44
4361,3,1583,44
4362,1,1593,44
4363,2,1594,44
4364,9,1595,44
4365,1,1596,44
4366,1,1599,44
4367,1,1600,44
4368,1,1603,44
4369,1,1605,44
4370,3,1609,44
4371,10,1613,44
4372,3,1619,44
4373,1,1629,44
4374,1,1631,44
4375,1,1643,44
4376,1,1653,44
4377,3,1661,44
4378,3,1668,44
4379,1,1671,44
4380,1,1672,44
4381,1,1673,44
4382,1,1677,44
4383,2,1684,44
4384,4,1685,44
4385,1,1695,44
4386,1,1696,44
4387,1,1697,44
4388,1,1699,44
4389,1,1702,44
4390,1,1704,44
4391,1,1705,44
4392,1,1707,44
4393,1,1711,44
4394,2,1714,44
4395,1,1725,44
4396,1,1734,44
4397,1,1738,44
4398,1,1742,44
4399,1,1748,44
4400,18,1751,44
4401,1,1761,44
4402,1,1765,44
4403,1,1767,44
4404,3,1774,44
4405,1,1781,44
4406,1,1785,44
4407,1,1798,44
4408,6,1799,44
4409,2,1805,44
4410,5,1812,44
4411,1,1813,44
4412,1,1816,44
4413,1,1820,44
4414,2,1823,44
4415,1,1826,44
4416,1,1827,44
4417,1,1828,44
4418,3,1830,44
4419,1,1841,44
4420,7,1844,44
4421,1,1851,44
4422,3,1853,44
4423,2,1856,44
4424,1,1859,44
4425,4,1861,44
4426,6,1864,44
4427,2,1866,44
4428,1,1868,44
4429,4,1875,44
4430,1,1888,44
4431,5,1891,44
4432,1,1901,44
4433,1,1909,44
4434,1,1926,44
4435,7,1928,44
4436,1,1929,44
4437,1,1931,44
4438,1,1932,44
4439,1,1937,44
4440,1,1942,44
4441,1,1955,44
4442,8,1959,44
4443,2,1966,44
4444,1,1970,44
4445,1,1972,44
4446,14,1983,44
4447,1,1986,44
4448,3,1987,44
4449,1,1988,44
4450,2,1993,44
4451,1,1995,44
4452,1,1997,44
4453,2,1999,44
4454,1,2004,44
4455,1,2010,44
4456,1,2011,44
4457,3,2022,44
4458,17,2025,44
4459,1,2026,44
4460,1,2028,44
4461,1,2031,44
4462,1,2036,44
4463,1,2040,44
4464,1,2048,44
4465,3,2049,44
4466,1,2054,44
4467,1,2055,44
4468,1,2061,44
4469,6,2066,44
4470,1,2067,44
4471,1,2069,44
4472,2,2072,44
4473,1,2079,44
4474,3,2080,44
4475,3,2084,44
4476,1,2094,44
4477,1,2100,44
4478,2,2112,44
4479,4,2113,44
4480,1,2114,44
4481,5,2132,44
4482,2,2137,44
4483,1,2142,44
4484,2,2147,44
4485,2,2150,44
4486,4,2152,44
4487,1,2153,44
4488,1,2154,44
4489,1,2161,44
4490,6,2176,44
4491,1,2178,44
4492,1,2182,44
4493,1,2183,44
4494,2,2185,44
4495,2,2190,44
4496,1,2191,44
4497,1,2195,44
4498,1,2198,44
4499,2,2202,44
4500,1,2205,44
4501,6,2215,44
4502,5,2216,44
4503,3,2224,44
4504,1,2233,44
4505,1,2238,44
4506,4,2244,44
4507,1,2251,44
4508,1,2253,44
4509,1,2257,44
4510,2,2263,44
4511,1,2267,44
4512,1,2268,44
4513,1,2270,44
4514,2,2272,44
4515,1,2281,44
4516,3,2284,44
4517,7,2290,44
4518,5,2291,44
4519,2,2292,44
4520,1,2293,44
4521,1,2299,44
4522,3,2302,44
4523,1,2310,44
4524,2,2314,44
4525,1,2320,44
4526,5,2322,44
4527,1,2324,44
4528,1,2325,44
4529,1,2326,44
4530,1,2327,44
4531,1,2329,44
4532,1,2331,44
4533,1,2332,44
4534,1,2333,44
4535,2,2342,44
4536,4,2357,44
4537,2,2364,44
4538,1,2369,44
4539,4,2372,44
4540,6,2373,44
4541,1,2374,44
4542,2,2377,44
4543,2,2379,44
4544,2,2384,44
4545,1,2385,44
4546,1,2388,44
4547,1,2398,44
4548,1,2400,44
4549,1,2406,44
4550,1,2429,44
4551,1,2430,44
4552,5,2434,44
4553,2,2438,44
4554,1,2444,44
4555,1,2445,44
4556,1,2446,44
4557,1,2456,44
4558,5,2462,44
4559,2,2464,44
4560,1,2468,44
4561,4,2469,44
4562,45,2470,44
4563,1,2488,44
4564,5,2496,44
4565,2,2498,44
4566,1,2499,44
4567,2,2502,44
4568,5,2507,44
4569,2,2508,44
4570,2,2512,44
4571,2,2513,44
4572,4,2514,44
4573,1,2518,44
4574,1,2519,44
4575,3,2520,44
4576,1,2521,44
4577,1,2523,44
4578,3,2525,44
4579,5,2538,44
4580,3,2546,44
4581,1,2547,44
4582,1,2557,44
4583,1,2560,44
4584,1,2562,44
4585,5,2565,44
4586,1,2566,44
4587,4,2569,44
4588,1,2577,44
4589,2,2582,44
4590,2,2585,44
4591,1,2587,44
4592,9,2590,44
4593,1,2606,44
4594,1,2614,44
4595,9,2617,44
4596,1,2626,44
4597,3,2634,44
4598,1,2638,44
4599,8,2655,44
4600,1,2657,44
4601,1,2661,44
4602,1,2662,44
4603,2,2663,44
4604,1,2666,44
4605,1,2673,44
4606,1,2678,44
4607,1,2679,44
4608,1,2688,44
4609,5,2693,44
4610,8,2695,44
4611,2,2697,44
4612,1,2704,44
4613,1,2709,44
4614,2,2712,44
4615,1,2720,44
4616,1,2721,44
4617,2,2726,44
4618,3,2730,44
4619,4,2731,44
4620,1,2735,44
4621,1,2737,44
4622,1,2741,44
4623,1,2743,44
4624,1,2745,44
4625,1,2748,44
4626,1,2752,44
4627,1,2765,44
4628,1,2768,44
4629,2,2771,44
4630,1,2774,44
4631,1,2776,44
4632,1,2787,44
4633,1,2795,44
4634,3,2798,44
4635,2,2805,44
4636,20,2813,44
4637,3,2815,44
4638,2,2817,44
4639,1,2821,44
4640,1,2826,44
4641,1,2829,44
4642,1,2830,44
4643,1,2835,44
4644,1,2836,44
4645,1,2838,44
4646,1,2840,44
4647,1,2851,44
4648,1,2853,44
4649,3,2854,44
4650,5,2859,44
4651,1,2861,44
4652,8,2863,44
4653,1,2866,44
4654,1,2868,44
4655,1,2869,44
4656,1,2877,44
4657,2,2878,44
4658,1,2879,44
4659,2,2880,44
4660,2,2882,44
4661,1,2885,44
4662,1,2889,44
4663,1,2890,44
4664,3,2894,44
4665,3,2898,44
4666,1,2904,44
4667,4,2905,44
4668,2,2906,44
4669,1,2907,44
4670,1,2910,44
4671,1,2914,44
4672,1,2919,44
4673,2,2946,44
4674,3,2950,44
4675,1,2954,44
4676,1,2960,44
4677,1,2962,44
4678,1,2972,44
4679,1,2975,44
4680,1,2978,44
4681,1,2981,44
4682,1,2986,44
4683,1,2988,44
4684,1,2992,44
4685,15,2997,44
4686,4,2999,44
4687,1,3004,44
4688,2,3005,44
4689,4,3010,44
4690,2,3014,44
4691,1,3035,44
4692,4,3042,44
4693,3,3059,44
4694,2,3060,44
4695,1,3069,44
4696,1,3076,44
4697,1,3078,44
4698,3,3081,44
4699,5,3087,44
4700,1,3090,44
4701,1,3095,44
4702,1,3111,44
4703,2,3113,44
4704,1,3115,44
4705,1,3120,44
4706,10,3126,44
4707,1,3128,44
4708,1,3131,44
4709,3,3138,44
4710,1,3139,44
4711,1,3140,44
4712,1,3141,44
4713,2,3146,44
4714,4,3154,44
4715,1,3164,44
4716,3,3168,44
4717,1,3169,44
4718,1,3172,44
4719,21,3176,44
4720,1,3178,44
4721,3,3179,44
4722,1,3181,44
4723,1,3182,44
4724,1,3183,44
4725,1,3186,44
4726,1,3187,44
4727,1,3193,44
4728,1,3199,44
4729,2,3200,44
4730,2,3201,44
4731,1,3205,44
4732,2,3207,44
4733,3,3217,44
4734,1,3218,44
4735,1,3220,44
4736,3,3222,44
4737,1,3226,44
4738,1,3229,44
4739,1,3230,44
4740,1,3233,44
4741,3,3234,44
4742,13,3246,44
4743,1,3247,44
4744,1,3248,44
4745,1,3253,44
4746,1,3255,44
4747,2,3256,44
4748,5,3265,44
4749,1,3272,44
4750,1,3276,44
4751,3,3278,44
4752,1,3279,44
4753,1,3287,44
4754,1,3289,44
4755,1,3293,44
4756,1,3294,44
4757,2,3297,44
4758,2,3299,44
4759,3,3305,44
4760,1,3314,44
4761,1,3323,44
4762,3,3328,44
4763,1,3330,44
4764,7,3337,44
4765,1,3338,44
4766,4,3339,44
4767,4,3346,44
4768,1,3348,44
4769,1,3354,44
4770,2,3355,44
4771,1,3359,44
4772,2,3363,44
4773,1,3367,44
4774,1,3374,44
4775,1,3384,44
4776,7,3389,44
4777,2,3396,44
4778,1,3398,44
4779,2,3402,44
4780,1,3405,44
4781,2,3407,44
4782,1,3415,44
4783,1,3417,44
4784,1,3421,44
4785,2,3424,44
4786,1,3433,44
4787,1,3436,44
4788,9,3437,44
4789,17,3440,44
4790,2,3442,44
4791,1,3444,44
4792,3,3447,44
4793,1,3455,44
4794,3,3457,44
4795,3,3463,44
4796,1,3466,44
4797,20,3467,44
4798,1,3468,44
4799,1,3473,44
4800,2,3474,44
4801,1,3477,44
4802,1,3478,44
4803,1,3485,44
4804,1,3490,44
4805,1,3496,44
4806,2,3499,44
4807,3,3500,44
4808,1,3502,44
4809,1,3503,44
4810,12,3508,44
4811,1,3510,44
4812,1,3514,44
4813,1,3520,44
4814,1,3521,44
4815,3,3524,44
4816,1,3526,44
4817,11,3533,44
4818,1,3536,44
4819,5,3537,44
4820,1,3542,44
4821,1,3546,44
4822,1,3550,44
4823,9,3552,44
4824,3,3557,44
4825,1,3563,44
4826,2,3565,44
4827,19,3573,44
4828,1,3576,44
4829,1,3582,44
4830,3,3583,44
4831,1,3590,44
4832,1,3601,44
4833,1,3604,44
4834,1,3606,44
4835,1,3613,44
4836,1,3616,44
4837,1,3627,44
4838,1,3631,44
4839,1,3634,44
4840,1,3635,44
4841,2,3641,44
4842,1,3642,44
4843,4,3643,44
4844,1,3644,44
4845,3,3645,44
4846,2,3648,44
4847,2,3651,44
4848,1,3653,44
4849,1,3657,44
4850,3,3658,44
4851,1,3660,44
4852,20,3665,44
4853,1,3702,44
4854,1,3705,44
4855,1,3708,44
4856,1,3709,44
4857,4,3712,44
4858,1,3715,44
4859,1,3719,44
4860,1,3722,44
4861,1,3725,44
4862,2,3743,44
4863,11,3746,44
4864,2,3754,44
4865,1,3764,44
4866,11,3771,44
4867,1,3773,44
4868,1,3775,44
4869,1,3785,44
4870,1,3787,44
4871,8,3791,44
4872,1,3792,44
4873,1,3794,44
4874,1,3795,44
4875,1,3798,44
4876,8,3799,44
4877,1,3806,44
4878,1,3824,44
4879,3,3827,44
4880,1,3832,44
4881,12,3837,44
4882,1,3852,44
4883,1,3853,44
4884,2,3854,44
4885,1,3858,44
4886,1,3867,44
4887,2,3868,44
4888,1,3872,44
4889,1,3873,44
4890,1,3874,44
4891,2,3877,44
4892,3,3879,44
4893,1,3880,44
4894,1,3885,44
4895,1,3886,44
4896,1,3888,44
4897,1,3890,44
4898,1,3891,44
4899,1,3892,44
4900,4,3894,44
4901,1,3898,44
4902,1,3900,44
4903,2,3901,44
4904,6,3905,44
4905,11,3906,44
4906,1,3922,44
4907,1,3924,44
4908,1,3926,44
4909,2,3928,44
4910,1,3930,44
4911,1,3932,44
4912,1,3936,44
4913,2,3938,44
4914,1,3944,44
4915,1,3949,44
4916,2,3951,44
4917,1,3952,44
4918,1,3957,44
4919,1,3964,44
4920,1,3966,44
4921,1,3967,44
4922,3,3968,44
4923,1,3982,44
4924,2,3984,44
4925,1,3992,44
4926,6,4000,44
4927,1,4007,44
4928,1,4023,44
4929,1,4027,44
4930,1,4028,44
4931,1,4029,44
4932,1,4031,44
4933,1,4034,44
4934,1,4036,44
4935,5,4048,44
4936,2,4050,44
4937,1,4055,44
4938,1,4057,44
4939,1,4069,44
4940,1,4076,44
4941,1,4077,44
4942,1,4081,44
4943,1,4082,44
4944,1,4089,44
4945,4,4091,44
4946,1,4096,44
4947,1,4102,44
4948,1,4106,44
4949,1,4118,44
4950,1,4120,44
4951,2,4122,44
4952,2,4127,44
4953,1,4128,44
4954,1,4136,44
4955,3,4137,44
4956,1,4139,44
4957,4,4145,44
4958,1,4147,44
4959,1,4148,44
4960,2,4152,44
4961,1,4153,44
4962,1,4154,44
4963,2,4159,44
4964,2,4161,44
4965,2,4162,44
4966,1,4167,44
4967,5,4171,44
4968,1,4172,44
4969,2,4173,44
4970,2,4184,44
4971,1,4185,44
4972,2,4190,44
4973,1,4191,44
4974,6,4192,44
4975,2,4193,44
4976,1,4199,44
4977,1,4209,44
4978,1,4217,44
4979,1,4227,44
4980,1,4231,44
4981,2,4233,44
4982,1,4236,44
4983,1,4238,44
4984,2,4241,44
4985,4,4246,44
4986,1,4255,44
4987,1,4258,44
4988,2,4261,44
4989,1,4266,44
4990,2,4272,44
4991,1,4274,44
4992,5,4275,44
4993,1,4276,44
4994,2,4277,44
4995,3,4282,44
4996,1,4284,44
4997,2,4290,44
4998,3,4291,44
4999,1,4292,44
5000,1,4293,44
5001,1,4294,44
5002,1,4299,44
5003,1,4302,44
5004,1,4306,44
5005,1,4307,44
5006,1,4316,44
5007,1,4317,44
5008,1,4319,44
5009,1,4333,44
5010,1,4337,44
5011,1,4339,44
5012,18,4343,44
5013,2,4347,44
5014,6,4357,44
5015,1,4362,44
5016,2,4370,44
5017,73,4371,44
5018,1,4372,44
5019,4,4373,44
5020,1,4374,44
5021,1,4375,44
5022,3,4376,44
5023,2,4377,44
5024,2,4379,44
5025,2,4380,44
5026,2,4383,44
5027,4,4387,44
5028,1,4391,44
5029,1,4394,44
5030,1,4398,44
5031,3,4405,44
5032,1,4410,44
5033,1,4414,44
5034,2,4418,44
5035,12,4425,44
5036,1,4432,44
5037,2,4433,44
5038,2,4442,44
5039,1,4445,44
5040,6,4446,44
5041,4,4450,44
5042,2,4452,44
5043,6,4453,44
5044,1,4456,44
5045,8,4457,44
5046,1,4458,44
5047,1,4464,44
5048,7,4475,44
5049,2,4477,44
5050,2,4479,44
5051,1,4484,44
5052,1,4485,44
5053,1,4486,44
5054,1,4487,44
5055,1,4507,44
5056,4,4509,44
5057,1,4517,44
5058,1,4519,44
5059,1,4531,44
5060,16,4532,44
5061,1,4545,44
5062,1,4546,44
5063,1,4547,44
5064,1,4549,44
5065,1,4552,44
5066,1,4562,44
5067,2,4577,44
5068,3,4578,44
5069,1,4580,44
5070,1,4590,44
5071,1,4591,44
5072,1,4597,44
5073,1,4598,44
5074,1,4601,44
5075,2,4606,44
5076,1,4614,44
5077,5,4619,44
5078,1,4626,44
5079,1,4629,44
5080,4,4630,44
5081,1,4633,44
5082,1,4634,44
5083,3,4636,44
5084,3,4638,44
5085,3,4643,44
5086,1,4644,44
5087,1,4653,44
5088,2,4654,44
5089,1,4655,44
5090,3,4658,44
5091,1,4665,44
5092,7,4670,44
5093,1,4676,44
5094,1,4681,44
5095,1,4684,44
5096,2,4690,44
5097,1,4699,44
5098,1,4703,44
5099,1,4706,44
5100,1,4709,44
5101,1,4712,44
5102,10,4715,44
5103,2,4721,44
5104,2,14,45
5105,1,114,45
5106,1,127,45
5107,1,159,45
5108,6,241,45
5109,1,253,45
5110,3,266,45
5111,3,273,45
5112,2,284,45
5113,3,308,45
5114,1,310,45
5115,1,316,45
5116,1,453,45
5117,1,475,45
5118,1,515,45
5119,1,601,45
5120,1,625,45
5121,2,650,45
5122,1,667,45
5123,1,756,45
5124,1,783,45
5125,1,812,45
5126,1,876,45
5127,1,910,45
5128,2,912,45
5129,1,919,45
5130,1,1108,45
5131,2,1135,45
5132,1,1262,45
5133,1,1459,45
5134,1,1490,45
5135,1,1819,45
5136,1,1891,45
5137,1,2022,45
5138,1,2113,45
5139,16,2263,45
5140,1,2337,45
5141,1,2361,45
5142,1,2434,45
5143,1,2507,45
5144,1,2673,45
5145,1,2821,45
5146,1,2852,45
5147,2,2863,45
5148,1,2899,45
5149,1,2912,45
5150,3,3009,45
5151,1,3048,45
5152,1,3126,45
5153,1,3163,45
5154,1,3190,45
5155,2,3242,45
5156,1,3243,45
5157,1,3264,45
5158,1,3292,45
5159,1,3344,45
5160,1,3371,45
5161,1,3437,45
5162,2,3467,45
5163,2,3573,45
5164,1,3803,45
5165,4,3837,45
5166,1,3894,45
5167,1,3905,45
5168,2,3998,45
5169,1,4000,45
5170,1,4152,45
5171,1,4160,45
5172,1,4240,45
5173,2,4245,45
5174,2,4246,45
5175,2,4251,45
5176,1,4342,45
5177,1,4343,45
5178,1,4370,45
5179,9,4446,45
5180,1,4475,45
5181,1,4477,45
5182,2,4479,45
5183,4,7,46
5184,1,13,46
5185,39,14,46
5186,11,24,46
5187,5,29,46
5188,3,31,46
5189,2,36,46
5190,1,41,46
5191,1,42,46
5192,2,45,46
5193,1,50,46
5194,3,62,46
5195,6,65,46
5196,11,71,46
5197,7,72,46
5198,3,75,46
5199,2,81,46
5200,2,82,46
5201,1,83,46
5202,1,86,46
5203,1,89,46
5204,5,91,46
5205,1,94,46
5206,1,97,46
5207,11,103,46
5208,1,106,46
5209,2,114,46
5210,1,117,46
5211,1,119,46
5212,4,127,46
5213,1,130,46
5214,1,134,46
5215,2,136,46
5216,5,137,46
5217,4,138,46
5218,2,142,46
5219,2,149,46
5220,3,154,46
5221,2,165,46
5222,1,176,46
5223,4,186,46
5224,2,187,46
5225,1,190,46
5226,7,200,46
5227,1,215,46
5228,1,220,46
5229,1,221,46
5230,1,228,46
5231,3,236,46
5232,1,238,46
5233,1,239,46
5234,2,241,46
5235,4,247,46
5236,4,253,46
5237,2,255,46
5238,4,259,46
5239,9,266,46
5240,3,267,46
5241,2,268,46
5242,11,269,46
5243,2,271,46
5244,1,273,46
