id,level,skill_id,specialization_id
911,4,3396,4
912,1,3400,4
913,5,3401,4
914,1,3410,4
915,4,3411,4
916,1,3419,4
917,1,3428,4
918,2,3436,4
919,40,3437,4
920,6,3440,4
921,1,3441,4
922,28,3447,4
923,1,3452,4
924,3,3455,4
925,1,3456,4
926,3,3457,4
927,1,3462,4
928,3,3463,4
929,78,3467,4
930,1,3469,4
931,1,3471,4
932,1,3473,4
933,1,3475,4
934,6,3476,4
935,1,3484,4
936,1,3485,4
937,1,3488,4
938,1,3495,4
939,8,3500,4
940,5,3502,4
941,10,3508,4
942,1,3509,4
943,1,3510,4
944,1,3511,4
945,1,3512,4
946,1,3515,4
947,6,3516,4
948,1,3526,4
949,6,3528,4
950,10,3533,4
951,1,3537,4
952,1,3540,4
953,3,3546,4
954,3,3550,4
955,4,3552,4
956,1,3553,4
957,1,3558,4
958,1,3559,4
959,1,3560,4
960,2,3561,4
961,1,3564,4
962,1,3572,4
963,46,3573,4
964,1,3577,4
965,1,3578,4
966,1,3583,4
967,3,3584,4
968,2,3598,4
969,19,3599,4
970,2,3602,4
971,3,3606,4
972,4,3609,4
973,1,3615,4
974,1,3620,4
975,1,3621,4
976,1,3626,4
977,1,3627,4
978,1,3629,4
979,2,3636,4
980,1,3638,4
981,7,3640,4
982,21,3643,4
983,2,3644,4
984,1,3645,4
985,1,3647,4
986,1,3648,4
987,1,3649,4
988,1,3650,4
989,1,3664,4
990,1,3665,4
991,1,3668,4
992,6,3669,4
993,1,3674,4
994,1,3678,4
995,1,3679,4
996,1,3681,4
997,1,3682,4
998,7,3684,4
999,1,3688,4
1000,1,3689,4
1001,1,3695,4
1002,1,3696,4
1003,1,3699,4
1004,1,3702,4
1005,1,3707,4
1006,7,3708,4
1007,4,3712,4
1008,1,3713,4
1009,1,3716,4
1010,1,3719,4
1011,4,3733,4
1012,2,3743,4
1013,4,3746,4
1014,2,3748,4
1015,3,3752,4
1016,1,3753,4
1017,3,3755,4
1018,1,3758,4
1019,3,3766,4
1020,4,3767,4
1021,3,3769,4
1022,8,3771,4
1023,52,3773,4
1024,2,3774,4
1025,2,3776,4
1026,3,3781,4
1027,1,3788,4
1028,1,3789,4
1029,4,3791,4
1030,1,3796,4
1031,1,3798,4
1032,9,3799,4
1033,1,3803,4
1034,1,3804,4
1035,5,3809,4
1036,1,3817,4
1037,2,3821,4
1038,1,3823,4
1039,1,3826,4
1040,4,3829,4
1041,2,3830,4
1042,1,3832,4
1043,1,3833,4
1044,1,3836,4
1045,113,3837,4
1046,2,3843,4
1047,6,3845,4
1048,2,3850,4
1049,1,3851,4
1050,1,3855,4
1051,1,3859,4
1052,1,3860,4
1053,1,3861,4
1054,2,3862,4
1055,1,3864,4
1056,1,3868,4
1057,3,3875,4
1058,1,3876,4
1059,2,3892,4
1060,2,3897,4
1061,3,3900,4
1062,4,3901,4
1063,11,3905,4
1064,10,3906,4
1065,1,3910,4
1066,1,3919,4
1067,1,3931,4
1068,1,3935,4
1069,1,3937,4
1070,2,3938,4
1071,2,3939,4
1072,1,3940,4
1073,1,3941,4
1074,1,3942,4
1075,3,3948,4
1076,3,3949,4
1077,1,3950,4
1078,2,3951,4
1079,1,3955,4
1080,1,3961,4
1081,2,3966,4
1082,2,3967,4
1083,1,3968,4
1084,1,3982,4
1085,14,3984,4
1086,1,3991,4
1087,1,3993,4
1088,1,3995,4
1089,1,3996,4
1090,10,3998,4
1091,1,3999,4
1092,4,4000,4
1093,1,4004,4
1094,6,4007,4
1095,3,4008,4
1096,1,4011,4
1097,4,4013,4
1098,1,4029,4
1099,13,4034,4
1100,1,4035,4
1101,31,4048,4
1102,5,4057,4
1103,9,4062,4
1104,7,4063,4
1105,4,4069,4
1106,1,4073,4
1107,1,4075,4
1108,1,4080,4
1109,3,4081,4
1110,2,4082,4
1111,5,4091,4
1112,2,4096,4
1113,1,4102,4
1114,1,4106,4
1115,1,4107,4
1116,3,4108,4
1117,1,4116,4
1118,1,4121,4
1119,1,4126,4
1120,4,4127,4
1121,1,4128,4
1122,1,4129,4
1123,1,4135,4
1124,1,4136,4
1125,23,4145,4
1126,1,4146,4
1127,1,4147,4
1128,2,4148,4
1129,75,4152,4
1130,1,4153,4
1131,3,4154,4
1132,5,4159,4
1133,1,4160,4
1134,2,4161,4
1135,1,4164,4
1136,5,4171,4
1137,1,4174,4
1138,1,4179,4
1139,15,4182,4
1140,2,4183,4
1141,10,4192,4
1142,3,4193,4
1143,2,4204,4
1144,1,4205,4
1145,1,4206,4
1146,1,4207,4
1147,1,4209,4
1148,1,4211,4
1149,1,4213,4
1150,8,4216,4
1151,1,4217,4
1152,2,4218,4
1153,4,4229,4
1154,11,4230,4
1155,2,4233,4
1156,1,4234,4
1157,1,4240,4
1158,3,4245,4
1159,14,4246,4
1160,1,4250,4
1161,1,4251,4
1162,1,4255,4
1163,2,4258,4
1164,1,4259,4
1165,3,4261,4
1166,2,4263,4
1167,1,4267,4
1168,7,4271,4
1169,1,4274,4
1170,1,4275,4
1171,4,4276,4
1172,4,4279,4
1173,2,4281,4
1174,2,4282,4
1175,1,4287,4
1176,1,4289,4
1177,2,4290,4
1178,14,4291,4
1179,1,4292,4
1180,2,4297,4
1181,1,4301,4
1182,8,4307,4
1183,1,4319,4
1184,1,4320,4
1185,2,4330,4
1186,12,4339,4
1187,1,4342,4
1188,39,4343,4
1189,49,4347,4
1190,5,4352,4
1191,2,4355,4
1192,26,4357,4
1193,1,4359,4
1194,1,4360,4
1195,1,4365,4
1196,1,4367,4
1197,6,4370,4
1198,2,4374,4
1199,3,4376,4
1200,3,4377,4
1201,2,4379,4
1202,2,4384,4
1203,1,4385,4
1204,13,4387,4
1205,1,4390,4
1206,2,4391,4
1207,1,4392,4
1208,2,4396,4
1209,2,4397,4
1210,1,4399,4
1211,1,4403,4
1212,1,4407,4
1213,1,4408,4
1214,1,4411,4
1215,2,4418,4
1216,1,4424,4
1217,16,4425,4
1218,1,4428,4
1219,1,4435,4
1220,1,4440,4
1221,27,4442,4
1222,1,4443,4
1223,79,4446,4
1224,1,4447,4
1225,17,4452,4
1226,49,4453,4
1227,4,4457,4
1228,1,4462,4
1229,1,4465,4
1230,46,4475,4
1231,3,4476,4
1232,27,4477,4
1233,1,4478,4
1234,10,4479,4
1235,1,4482,4
1236,2,4485,4
1237,1,4489,4
1238,1,4493,4
1239,1,4501,4
1240,1,4503,4
1241,2,4507,4
1242,2,4513,4
1243,1,4518,4
1244,1,4529,4
1245,1,4530,4
1246,11,4532,4
1247,1,4542,4
1248,4,4544,4
1249,2,4549,4
1250,1,4559,4
1251,1,4567,4
1252,2,4578,4
1253,1,4579,4
1254,1,4582,4
1255,1,4593,4
1256,1,4598,4
1257,1,4602,4
1258,1,4606,4
1259,1,4610,4
1260,1,4611,4
1261,6,4614,4
1262,3,4634,4
1263,3,4636,4
1264,1,4639,4
1265,2,4643,4
1266,1,4647,4
1267,3,4649,4
1268,3,4651,4
1269,1,4653,4
1270,11,4654,4
1271,1,4660,4
1272,1,4665,4
1273,1,4666,4
1274,1,4667,4
1275,47,4670,4
1276,2,4671,4
1277,1,4674,4
1278,9,4676,4
1279,1,4680,4
1280,1,4683,4
1281,1,4684,4
1282,1,4685,4
1283,13,4692,4
1284,2,4693,4
1285,1,4694,4
1286,1,4698,4
1287,2,4706,4
1288,1,4708,4
1289,3,4715,4
1290,2,4718,4
1291,1,7,5
1292,38,14,5
1293,2,24,5
1294,1,29,5
1295,2,35,5
1296,2,36,5
1297,1,42,5
1298,1,51,5
1299,1,56,5
1300,47,62,5
1301,3,72,5
1302,2,81,5
1303,1,83,5
1304,10,103,5
1305,3,111,5
1306,1,114,5
1307,1,117,5
1308,5,127,5
1309,3,130,5
1310,3,134,5
1311,7,159,5
1312,1,176,5
1313,2,190,5
1314,3,200,5
1315,1,213,5
1316,2,228,5
1317,3,236,5
1318,3,239,5
1319,8,241,5
1320,5,253,5
1321,1,255,5
1322,7,257,5
1323,8,266,5
1324,6,267,5
1325,1,268,5
1326,6,269,5
1327,6,270,5
1328,8,273,5
1329,3,276,5
1330,13,279,5
1331,10,284,5
1332,3,292,5
1333,1,298,5
1334,3,305,5
1335,9,308,5
1336,5,310,5
1337,14,316,5
1338,4,327,5
1339,2,336,5
1340,2,347,5
1341,1,360,5
1342,1,365,5
1343,1,370,5
1344,1,377,5
1345,1,380,5
1346,3,385,5
1347,3,407,5
1348,2,424,5
1349,13,433,5
1350,1,438,5
1351,1,457,5
1352,1,511,5
1353,15,515,5
1354,1,529,5
1355,2,531,5
1356,3,537,5
1357,1,540,5
1358,1,546,5
1359,6,552,5
1360,1,559,5
1361,1,577,5
1362,3,578,5
1363,2,583,5
1364,3,589,5
1365,5,606,5
1366,2,610,5
1367,2,613,5
1368,4,615,5
1369,1,616,5
1370,2,619,5
1371,2,622,5
1372,1,641,5
1373,2,662,5
1374,9,691,5
1375,1,726,5
1376,1,754,5
1377,2,756,5
1378,1,772,5
1379,1,778,5
1380,3,783,5
1381,2,792,5
1382,1,812,5
1383,1,816,5
1384,1,825,5
1385,3,841,5
1386,3,847,5
1387,1,856,5
1388,3,876,5
1389,2,880,5
1390,2,884,5
1391,9,891,5
1392,6,912,5
1393,1,917,5
1394,1,920,5
1395,1,937,5
1396,1,950,5
1397,2,951,5
1398,1,959,5
1399,1,979,5
1400,2,1005,5
1401,1,1006,5
1402,1,1012,5
1403,2,1026,5
1404,1,1041,5
1405,2,1042,5
1406,5,1050,5
1407,1,1080,5
1408,2,1090,5
1409,2,1108,5
1410,1,1132,5
1411,16,1135,5
1412,1,1150,5
1413,1,1189,5
1414,4,1194,5
1415,11,1197,5
1416,1,1200,5
1417,2,1206,5
1418,1,1225,5
1419,1,1232,5
1420,1,1280,5
1421,1,1339,5
1422,2,1355,5
1423,2,1376,5
1424,1,1395,5
1425,1,1398,5
1426,5,1400,5
1427,26,1415,5
1428,1,1421,5
1429,1,1431,5
1430,3,1451,5
1431,1,1452,5
1432,1,1458,5
1433,9,1459,5
1434,1,1463,5
1435,1,1479,5
1436,10,1483,5
1437,11,1490,5
1438,4,1491,5
1439,1,1498,5
1440,3,1523,5
1441,1,1530,5
1442,1,1535,5
1443,1,1543,5
1444,1,1547,5
1445,3,1564,5
1446,3,1571,5
1447,1,1582,5
1448,1,1583,5
1449,12,1609,5
1450,1,1614,5
1451,1,1616,5
1452,1,1646,5
1453,2,1652,5
1454,1,1668,5
1455,1,1709,5
1456,2,1713,5
1457,7,1751,5
1458,1,1759,5
1459,1,1763,5
1460,2,1774,5
1461,2,1780,5
1462,1,1786,5
1463,1,1789,5
1464,1,1797,5
1465,1,1799,5
1466,1,1804,5
1467,3,1812,5
1468,1,1817,5
1469,1,1819,5
1470,1,1839,5
1471,1,1840,5
1472,1,1844,5
1473,1,1848,5
1474,1,1853,5
1475,1,1861,5
1476,2,1862,5
1477,2,1864,5
1478,1,1865,5
1479,2,1875,5
1480,22,1891,5
1481,6,1894,5
1482,2,1915,5
1483,1,1925,5
1484,2,1928,5
1485,1,1955,5
1486,1,1990,5
1487,1,2007,5
1488,4,2022,5
1489,1,2025,5
1490,2,2052,5
1491,1,2061,5
1492,1,2062,5
1493,7,2066,5
1494,1,2069,5
1495,1,2072,5
1496,1,2073,5
1497,1,2080,5
1498,1,2106,5
1499,12,2113,5
1500,1,2115,5
1501,1,2137,5
1502,1,2142,5
1503,1,2143,5
1504,1,2157,5
1505,1,2158,5
1506,1,2175,5
1507,1,2189,5
1508,8,2191,5
1509,1,2196,5
1510,1,2229,5
1511,4,2233,5
1512,2,2238,5
1513,3,2244,5
1514,1,2245,5
1515,1,2247,5
1516,18,2263,5
1517,2,2269,5
1518,4,2272,5
1519,8,2291,5
1520,1,2312,5
1521,1,2319,5
1522,4,2322,5
1523,2,2324,5
1524,1,2337,5
1525,1,2348,5
1526,2,2350,5
1527,1,2351,5
1528,6,2364,5
1529,1,2370,5
1530,2,2372,5
1531,1,2379,5
1532,2,2383,5
